Region,Main_Sector,Year,Price_Type,Sector_GRDP
Bicol Region,Gross Domestic Product,2021,At Constant 2018 Prices,540189747.0
Bicol Region,Gross Domestic Product,2021,At Current Prices,564637176.0
Bicol Region,Gross Domestic Product,2022,At Constant 2018 Prices,1167207892.0
Bicol Region,Gross Domestic Product,2022,At Current Prices,1291563510.0
Bicol Region,Gross Domestic Product,2023,At Constant 2018 Prices,1220391866.0
Bicol Region,Gross Domestic Product,2023,At Current Prices,1402277173.0
Bicol Region,Gross Domestic Product,2024,At Constant 2018 Prices,640072502.0
Bicol Region,Gross Domestic Product,2024,At Current Prices,769941504.0
Bicol Region,Industry,2000,At Constant 2018 Prices,46004535.0
Bicol Region,Industry,2000,At Current Prices,24604479.0
Bicol Region,Industry,2001,At Constant 2018 Prices,45664805.0
Bicol Region,Industry,2001,At Current Prices,27086417.0
Bicol Region,Industry,2002,At Constant 2018 Prices,47594235.0
Bicol Region,Industry,2002,At Current Prices,28561699.0
Bicol Region,Industry,2003,At Constant 2018 Prices,49623295.0
Bicol Region,Industry,2003,At Current Prices,30453239.0
Bicol Region,Industry,2004,At Constant 2018 Prices,54152177.0
Bicol Region,Industry,2004,At Current Prices,35417510.0
Bicol Region,Industry,2005,At Constant 2018 Prices,57692960.0
Bicol Region,Industry,2005,At Current Prices,40047180.0
Bicol Region,Industry,2006,At Constant 2018 Prices,58363945.0
Bicol Region,Industry,2006,At Current Prices,42998665.0
Bicol Region,Industry,2007,At Constant 2018 Prices,67392571.0
Bicol Region,Industry,2007,At Current Prices,51200370.0
Bicol Region,Industry,2008,At Constant 2018 Prices,72406246.0
Bicol Region,Industry,2008,At Current Prices,58217503.0
Bicol Region,Industry,2009,At Constant 2018 Prices,80326705.0
Bicol Region,Industry,2009,At Current Prices,66774581.0
Bicol Region,Industry,2010,At Constant 2018 Prices,88213667.0
Bicol Region,Industry,2010,At Current Prices,77989352.0
Bicol Region,Industry,2011,At Constant 2018 Prices,90864032.0
Bicol Region,Industry,2011,At Current Prices,84036987.0
Bicol Region,Industry,2012,At Constant 2018 Prices,101629589.0
Bicol Region,Industry,2012,At Current Prices,95641651.0
Bicol Region,Industry,2013,At Constant 2018 Prices,114160132.0
Bicol Region,Industry,2013,At Current Prices,104603975.0
Bicol Region,Industry,2014,At Constant 2018 Prices,123980934.0
Bicol Region,Industry,2014,At Current Prices,117457365.0
Bicol Region,Industry,2015,At Constant 2018 Prices,147627828.0
Bicol Region,Industry,2015,At Current Prices,135024446.0
Bicol Region,Industry,2016,At Constant 2018 Prices,161205677.0
Bicol Region,Industry,2016,At Current Prices,150657620.0
Bicol Region,Industry,2017,At Constant 2018 Prices,167686202.0
Bicol Region,Industry,2017,At Current Prices,158992829.0
Bicol Region,Industry,2018,At Constant 2018 Prices,189863118.0
Bicol Region,Industry,2018,At Current Prices,189863118.0
Bicol Region,Industry,2019,At Constant 2018 Prices,204768924.0
Bicol Region,Industry,2019,At Current Prices,203554535.0
Bicol Region,Industry,2020,At Constant 2018 Prices,177064068.0
Bicol Region,Industry,2020,At Current Prices,166510093.0
Bicol Region,Industry,2021,At Constant 2018 Prices,192642314.0
Bicol Region,Industry,2021,At Current Prices,187269801.0
Bicol Region,Industry,2022,At Constant 2018 Prices,419470826.0
Bicol Region,Industry,2022,At Current Prices,445853550.0
Bicol Region,Industry,2023,At Constant 2018 Prices,437958579.0
Bicol Region,Industry,2023,At Current Prices,480532254.0
Bicol Region,Industry,2024,At Constant 2018 Prices,230228587.0
Bicol Region,Industry,2024,At Current Prices,254485894.0
Bicol Region,Services,2000,At Constant 2018 Prices,83873140.0
Bicol Region,Services,2000,At Current Prices,46221505.0
Bicol Region,Services,2001,At Constant 2018 Prices,86850521.0
Bicol Region,Services,2001,At Current Prices,51085736.0
Bicol Region,Services,2002,At Constant 2018 Prices,89591703.0
Bicol Region,Services,2002,At Current Prices,53646872.0
Bicol Region,Services,2003,At Constant 2018 Prices,94197704.0
Bicol Region,Services,2003,At Current Prices,58971073.0
Bicol Region,Services,2004,At Constant 2018 Prices,98650942.0
Bicol Region,Services,2004,At Current Prices,62772937.0
Bicol Region,Services,2005,At Constant 2018 Prices,101117093.0
Bicol Region,Services,2005,At Current Prices,66987888.0
Bicol Region,Services,2006,At Constant 2018 Prices,107598027.0
Bicol Region,Services,2006,At Current Prices,74042905.0
Bicol Region,Services,2007,At Constant 2018 Prices,114099478.0
Bicol Region,Services,2007,At Current Prices,80648932.0
Bicol Region,Services,2008,At Constant 2018 Prices,120777606.0
Bicol Region,Services,2008,At Current Prices,91040643.0
Bicol Region,Services,2009,At Constant 2018 Prices,129391710.0
Bicol Region,Services,2009,At Current Prices,100645660.0
Bicol Region,Services,2010,At Constant 2018 Prices,137647116.0
Bicol Region,Services,2010,At Current Prices,112023150.0
Bicol Region,Services,2011,At Constant 2018 Prices,144684722.0
Bicol Region,Services,2011,At Current Prices,122162023.0
Bicol Region,Services,2012,At Constant 2018 Prices,158799762.0
Bicol Region,Services,2012,At Current Prices,137653063.0
Bicol Region,Services,2013,At Constant 2018 Prices,176120945.0
Bicol Region,Services,2013,At Current Prices,157711840.0
Bicol Region,Services,2014,At Constant 2018 Prices,187392594.0
Bicol Region,Services,2014,At Current Prices,171358788.0
Bicol Region,Services,2015,At Constant 2018 Prices,209425490.0
Bicol Region,Services,2015,At Current Prices,193043184.0
Bicol Region,Services,2016,At Constant 2018 Prices,229152624.0
Bicol Region,Services,2016,At Current Prices,214255926.0
Bicol Region,Services,2017,At Constant 2018 Prices,246734908.0
Bicol Region,Services,2017,At Current Prices,234205144.0
Bicol Region,Services,2018,At Constant 2018 Prices,260050822.0
Bicol Region,Services,2018,At Current Prices,260050822.0
Bicol Region,Services,2019,At Constant 2018 Prices,285116711.0
Bicol Region,Services,2019,At Current Prices,290973873.0
Bicol Region,Services,2020,At Constant 2018 Prices,262985931.0
Bicol Region,Services,2020,At Current Prices,276399835.0
Bicol Region,Services,2021,At Constant 2018 Prices,273087574.0
Bicol Region,Services,2021,At Current Prices,297462544.0
Bicol Region,Services,2022,At Constant 2018 Prices,597684634.0
Bicol Region,Services,2022,At Current Prices,679412020.0
Bicol Region,Services,2023,At Constant 2018 Prices,646296983.0
Bicol Region,Services,2023,At Current Prices,774513657.0
Bicol Region,Services,2024,At Constant 2018 Prices,347060136.0
Bicol Region,Services,2024,At Current Prices,431917738.0
CALABARZON,"Agriculture, forestry, and fishing",2000,At Constant 2018 Prices,106547042.0
CALABARZON,"Agriculture, forestry, and fishing",2000,At Current Prices,52945867.0
CALABARZON,"Agriculture, forestry, and fishing",2001,At Constant 2018 Prices,110985505.0
CALABARZON,"Agriculture, forestry, and fishing",2001,At Current Prices,54654419.0
CALABARZON,"Agriculture, forestry, and fishing",2002,At Constant 2018 Prices,114839479.0
CALABARZON,"Agriculture, forestry, and fishing",2002,At Current Prices,57186380.0
CALABARZON,"Agriculture, forestry, and fishing",2003,At Constant 2018 Prices,117686569.0
CALABARZON,"Agriculture, forestry, and fishing",2003,At Current Prices,67692001.0
CALABARZON,"Agriculture, forestry, and fishing",2004,At Constant 2018 Prices,116958013.0
CALABARZON,"Agriculture, forestry, and fishing",2004,At Current Prices,75685742.0
CALABARZON,"Agriculture, forestry, and fishing",2005,At Constant 2018 Prices,113267561.0
CALABARZON,"Agriculture, forestry, and fishing",2005,At Current Prices,76199091.0
CALABARZON,"Agriculture, forestry, and fishing",2006,At Constant 2018 Prices,116948896.0
CALABARZON,"Agriculture, forestry, and fishing",2006,At Current Prices,83183458.0
CALABARZON,"Agriculture, forestry, and fishing",2007,At Constant 2018 Prices,118731337.0
CALABARZON,"Agriculture, forestry, and fishing",2007,At Current Prices,90865266.0
CALABARZON,"Agriculture, forestry, and fishing",2008,At Constant 2018 Prices,121831355.0
CALABARZON,"Agriculture, forestry, and fishing",2008,At Current Prices,103076289.0
CALABARZON,"Agriculture, forestry, and fishing",2009,At Constant 2018 Prices,119485223.0
CALABARZON,"Agriculture, forestry, and fishing",2009,At Current Prices,105091472.0
CALABARZON,"Agriculture, forestry, and fishing",2010,At Constant 2018 Prices,126308174.0
CALABARZON,"Agriculture, forestry, and fishing",2010,At Current Prices,115745017.0
CALABARZON,"Agriculture, forestry, and fishing",2011,At Constant 2018 Prices,129082844.0
CALABARZON,"Agriculture, forestry, and fishing",2011,At Current Prices,124861169.0
CALABARZON,"Agriculture, forestry, and fishing",2012,At Constant 2018 Prices,131424737.0
CALABARZON,"Agriculture, forestry, and fishing",2012,At Current Prices,115686406.0
CALABARZON,"Agriculture, forestry, and fishing",2013,At Constant 2018 Prices,139273982.0
CALABARZON,"Agriculture, forestry, and fishing",2013,At Current Prices,121936524.0
CALABARZON,"Agriculture, forestry, and fishing",2014,At Constant 2018 Prices,139442632.0
CALABARZON,"Agriculture, forestry, and fishing",2014,At Current Prices,130372703.0
CALABARZON,"Agriculture, forestry, and fishing",2015,At Constant 2018 Prices,144897919.0
CALABARZON,"Agriculture, forestry, and fishing",2015,At Current Prices,129188465.0
CALABARZON,"Agriculture, forestry, and fishing",2016,At Constant 2018 Prices,152594326.0
CALABARZON,"Agriculture, forestry, and fishing",2016,At Current Prices,136432768.0
CALABARZON,"Agriculture, forestry, and fishing",2017,At Constant 2018 Prices,152154148.0
CALABARZON,"Agriculture, forestry, and fishing",2017,At Current Prices,147970446.0
CALABARZON,"Agriculture, forestry, and fishing",2018,At Constant 2018 Prices,153314633.0
CALABARZON,"Agriculture, forestry, and fishing",2018,At Current Prices,153314633.0
CALABARZON,"Agriculture, forestry, and fishing",2019,At Constant 2018 Prices,155144297.0
CALABARZON,"Agriculture, forestry, and fishing",2019,At Current Prices,154281235.0
CALABARZON,"Agriculture, forestry, and fishing",2020,At Constant 2018 Prices,144737751.0
CALABARZON,"Agriculture, forestry, and fishing",2020,At Current Prices,162496091.0
CALABARZON,"Agriculture, forestry, and fishing",2021,At Constant 2018 Prices,131118281.0
CALABARZON,"Agriculture, forestry, and fishing",2021,At Current Prices,161157817.0
CALABARZON,"Agriculture, forestry, and fishing",2022,At Constant 2018 Prices,266693244.0
CALABARZON,"Agriculture, forestry, and fishing",2022,At Current Prices,342391746.0
CALABARZON,"Agriculture, forestry, and fishing",2023,At Constant 2018 Prices,275478428.0
CALABARZON,"Agriculture, forestry, and fishing",2023,At Current Prices,359551369.0
CALABARZON,"Agriculture, forestry, and fishing",2024,At Constant 2018 Prices,136368270.0
CALABARZON,"Agriculture, forestry, and fishing",2024,At Current Prices,195962197.0
CALABARZON,Gross Domestic Product,2000,At Constant 2018 Prices,1050505077.0
CALABARZON,Gross Domestic Product,2000,At Current Prices,601691426.0
CALABARZON,Gross Domestic Product,2001,At Constant 2018 Prices,1068135114.0
CALABARZON,Gross Domestic Product,2001,At Current Prices,671228264.0
CALABARZON,Gross Domestic Product,2002,At Constant 2018 Prices,1120500727.0
CALABARZON,Gross Domestic Product,2002,At Current Prices,713061159.0
CALABARZON,Gross Domestic Product,2003,At Constant 2018 Prices,1179350176.0
CALABARZON,Gross Domestic Product,2003,At Current Prices,788436127.0
CALABARZON,Gross Domestic Product,2004,At Constant 2018 Prices,1244396888.0
CALABARZON,Gross Domestic Product,2004,At Current Prices,881529587.0
CALABARZON,Gross Domestic Product,2005,At Constant 2018 Prices,1310160075.0
CALABARZON,Gross Domestic Product,2005,At Current Prices,987614867.0
CALABARZON,Gross Domestic Product,2006,At Constant 2018 Prices,1369674210.0
CALABARZON,Gross Domestic Product,2006,At Current Prices,1093698856.0
CALABARZON,Gross Domestic Product,2007,At Constant 2018 Prices,1446188225.0
CALABARZON,Gross Domestic Product,2007,At Current Prices,1194749373.0
CALABARZON,Gross Domestic Product,2008,At Constant 2018 Prices,1497994676.0
CALABARZON,Gross Domestic Product,2008,At Current Prices,1286125893.0
CALABARZON,Gross Domestic Product,2009,At Constant 2018 Prices,1486472826.0
CALABARZON,Gross Domestic Product,2009,At Current Prices,1283795207.0
CALABARZON,Gross Domestic Product,2010,At Constant 2018 Prices,1638482343.0
CALABARZON,Gross Domestic Product,2010,At Current Prices,1486403920.0
CALABARZON,Gross Domestic Product,2011,At Constant 2018 Prices,1676719329.0
CALABARZON,Gross Domestic Product,2011,At Current Prices,1582459854.0
CALABARZON,Gross Domestic Product,2012,At Constant 2018 Prices,1809708699.0
CALABARZON,Gross Domestic Product,2012,At Current Prices,1721867470.0
CALABARZON,Gross Domestic Product,2013,At Constant 2018 Prices,1942476533.0
CALABARZON,Gross Domestic Product,2013,At Current Prices,1847878662.0
CALABARZON,Gross Domestic Product,2014,At Constant 2018 Prices,2054936917.0
CALABARZON,Gross Domestic Product,2014,At Current Prices,2006907506.0
CALABARZON,Gross Domestic Product,2015,At Constant 2018 Prices,2196313576.0
CALABARZON,Gross Domestic Product,2015,At Current Prices,2076801161.0
CALABARZON,Gross Domestic Product,2016,At Constant 2018 Prices,2346818115.0
CALABARZON,Gross Domestic Product,2016,At Current Prices,2206254090.0
CALABARZON,Gross Domestic Product,2017,At Constant 2018 Prices,2527658901.0
CALABARZON,Gross Domestic Product,2017,At Current Prices,2423069480.0
CALABARZON,Gross Domestic Product,2018,At Constant 2018 Prices,2706994745.0
CALABARZON,Gross Domestic Product,2018,At Current Prices,2706994745.0
CALABARZON,Gross Domestic Product,2019,At Constant 2018 Prices,2831599919.0
CALABARZON,Gross Domestic Product,2019,At Current Prices,2865792547.0
CALABARZON,Gross Domestic Product,2020,At Constant 2018 Prices,2534444265.0
CALABARZON,Gross Domestic Product,2020,At Current Prices,2565120461.0
CALABARZON,Gross Domestic Product,2021,At Constant 2018 Prices,2728935837.0
CALABARZON,Gross Domestic Product,2021,At Current Prices,2785990792.0
CALABARZON,Gross Domestic Product,2022,At Constant 2018 Prices,5885029900.0
CALABARZON,Gross Domestic Product,2022,At Current Prices,6280754966.0
CALABARZON,Gross Domestic Product,2023,At Constant 2018 Prices,6189461068.0
CALABARZON,Gross Domestic Product,2023,At Current Prices,6868980516.0
CALABARZON,Gross Domestic Product,2024,At Constant 2018 Prices,3266385078.0
CALABARZON,Gross Domestic Product,2024,At Current Prices,3723568508.0
CALABARZON,Industry,2000,At Constant 2018 Prices,549909108.0
CALABARZON,Industry,2000,At Current Prices,327166536.0
CALABARZON,Industry,2001,At Constant 2018 Prices,554388706.0
CALABARZON,Industry,2001,At Current Prices,373997265.0
CALABARZON,Industry,2002,At Constant 2018 Prices,583358657.0
CALABARZON,Industry,2002,At Current Prices,399768902.0
CALABARZON,Industry,2003,At Constant 2018 Prices,619578505.0
CALABARZON,Industry,2003,At Current Prices,442380561.0
CALABARZON,Industry,2004,At Constant 2018 Prices,647657494.0
CALABARZON,Industry,2004,At Current Prices,484694282.0
CALABARZON,Industry,2005,At Constant 2018 Prices,688251214.0
CALABARZON,Industry,2005,At Current Prices,550700889.0
CALABARZON,Industry,2006,At Constant 2018 Prices,706665216.0
CALABARZON,Industry,2006,At Current Prices,606613444.0
CALABARZON,Industry,2007,At Constant 2018 Prices,735036072.0
CALABARZON,Industry,2007,At Current Prices,657928973.0
CALABARZON,Industry,2008,At Constant 2018 Prices,755325545.0
CALABARZON,Industry,2008,At Current Prices,692970597.0
CALABARZON,Industry,2009,At Constant 2018 Prices,727932555.0
CALABARZON,Industry,2009,At Current Prices,665211612.0
CALABARZON,Industry,2010,At Constant 2018 Prices,830123318.0
CALABARZON,Industry,2010,At Current Prices,801359187.0
CALABARZON,Industry,2011,At Constant 2018 Prices,831558711.0
CALABARZON,Industry,2011,At Current Prices,836110754.0
CALABARZON,Industry,2012,At Constant 2018 Prices,903828339.0
CALABARZON,Industry,2012,At Current Prices,916972689.0
CALABARZON,Industry,2013,At Constant 2018 Prices,967026399.0
CALABARZON,Industry,2013,At Current Prices,961824069.0
CALABARZON,Industry,2014,At Constant 2018 Prices,1041727152.0
CALABARZON,Industry,2014,At Current Prices,1056989920.0
CALABARZON,Industry,2015,At Constant 2018 Prices,1102357173.0
CALABARZON,Industry,2015,At Current Prices,1052048807.0
CALABARZON,Industry,2016,At Constant 2018 Prices,1164773780.0
CALABARZON,Industry,2016,At Current Prices,1089212498.0
CALABARZON,Industry,2017,At Constant 2018 Prices,1276334044.0
CALABARZON,Industry,2017,At Current Prices,1208082770.0
